,artist,song,album,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
2474,Turnover,Threshold,Peripheral Vision,64,0.502,0.534,11,-9.948,0,0.0353,0.702,0.967,0.183,0.171,137.597,88245,3
2475,Turnover,I Would Hate You If I Could,Peripheral Vision,64,0.597,0.795,7,-7.98,1,0.031,0.336,0.0935,0.158,0.298,123.027,243314,4
2476,Turnover,Intrapersonal,Peripheral Vision,64,0.509,0.717,4,-8.314,1,0.0318,0.14,0.244,0.173,0.196,157.034,226208,4
2477,Turnover,Cutting My Fingers Off,Peripheral Vision,41,0.417,0.659,5,-7.882,1,0.0356,0.0428,0.0467,0.113,0.245,157.046,195984,4
2478,Turnover,New Scream,Peripheral Vision,41,0.534,0.742,2,-7.441,1,0.0247,0.19,0.00239,0.107,0.467,165.977,252261,4
2479,Turnover,Humming,Peripheral Vision,41,0.476,0.743,5,-7.65,1,0.0283,0.163,0.00178,0.108,0.407,155.044,238494,4
2480,Turnover,Hello Euphoria,Peripheral Vision,41,0.579,0.61,4,-7.867,1,0.0294,0.00818,0.41,0.112,0.381,127.021,226137,4
2481,Turnover,Dizzy on the Comedown,Peripheral Vision,41,0.619,0.632,8,-7.692,1,0.0274,0.431,8.61e-06,0.0897,0.264,114.97,255773,4
2482,Turnover,Diazepam,Peripheral Vision,41,0.639,0.684,7,-7.804,1,0.0272,0.459,0.000593,0.0815,0.288,110.006,199038,4
2483,Turnover,Like Slow Disappearing,Peripheral Vision,41,0.596,0.687,5,-7.818,1,0.0302,0.0674,0.00908,0.131,0.518,123.978,235935,4
2484,Turnover,Take My Head,Peripheral Vision,41,0.316,0.859,2,-6.982,1,0.0358,0.221,0.15,0.102,0.355,160.925,193911,4
2485,Turnover,Threshold,Peripheral Vision,41,0.5,0.534,11,-9.948,0,0.0352,0.702,0.969,0.183,0.172,137.544,88245,3
2486,Turnover,I Would Hate You If I Could,Peripheral Vision,41,0.597,0.796,7,-7.98,1,0.031,0.335,0.0935,0.158,0.297,123.033,243314,4
2487,Turnover,Intrapersonal,Peripheral Vision,41,0.509,0.717,4,-8.314,1,0.0329,0.141,0.244,0.172,0.197,157.001,226208,4
2488,Turnover,Shiver,Magnolia,46,0.204,0.865,3,-5.882,1,0.0439,7.46e-05,0.21,0.187,0.554,167.283,160821,4
2489,Turnover,Most Of The Time,Magnolia,46,0.401,0.834,0,-5.986,1,0.0326,0.00048,3.19e-05,0.44,0.285,161.718,275833,4
2490,Turnover,Wither,Magnolia,46,0.16,0.854,7,-5.322,1,0.0573,0.000187,5.06e-06,0.0976,0.146,170.216,205316,4
2491,Turnover,Seedwong,Magnolia,46,0.416,0.781,11,-6.898,1,0.0389,0.00156,0.016,0.221,0.368,133.503,181665,4
2492,Turnover,Pray For Me,Magnolia,46,0.485,0.87,11,-6.192,0,0.0304,0.000247,0.000746,0.141,0.348,137.832,169015,4
2493,Turnover,Bloom,Magnolia,46,0.249,0.791,9,-5.406,1,0.0453,0.00105,0.000192,0.0899,0.304,166.031,174308,4
2494,Turnover,Hollow,Magnolia,46,0.443,0.837,4,-6.124,1,0.0364,0.0021,2.1e-05,0.167,0.284,143.93,169998,4
2495,Turnover,To The Bottom,Magnolia,46,0.349,0.815,8,-6.417,1,0.0379,0.000472,0.116,0.0981,0.25,131.478,217446,4
2496,Turnover,Like A Whisper,Magnolia,46,0.248,0.885,2,-5.448,1,0.0435,0.00017,9.35e-06,0.0582,0.551,165.006,158310,4
2497,Turnover,Flicker And Fade,Magnolia,46,0.651,0.306,11,-13.398,0,0.0405,0.606,0.313,0.196,0.249,80.464,136297,4
2498,Turnover,Daydreaming,Magnolia,46,0.428,0.774,8,-6.72,1,0.0352,0.000464,0.0802,0.263,0.273,138.973,213197,4
2499,Turnover,Number On The Gate,Number On The Gate,15,0.69,0.66,6,-6.518,0,0.0304,0.00351,0.00643,0.228,0.713,143.046,248088,4
2500,Turnover,Much After Feeling,Number On The Gate,15,0.721,0.524,0,-8.072,1,0.0337,0.199,0.00388,0.119,0.713,121.03,215606,4
2501,Turnover,Parties,Number On The Gate,15,0.645,0.702,2,-7.196,0,0.0273,0.00339,0.128,0.147,0.558,123.99,226636,4
2502,Turnover,Plant Sugar,Number On The Gate,15,0.532,0.749,1,-7.551,1,0.0331,0.0228,0.703,0.0645,0.76,75.029,137001,4
2503,Turnover,Number On The Gate,Number On The Gate,3,0.69,0.66,6,-6.518,0,0.0304,0.00353,0.00562,0.234,0.72,143.049,248088,4
2504,Turnover,Parties,Number On The Gate,3,0.644,0.701,2,-7.195,0,0.0272,0.00315,0.142,0.146,0.567,123.993,226636,4
2505,Turnover,Much After Feeling,Number On The Gate,3,0.72,0.523,0,-8.059,1,0.0337,0.203,0.00415,0.119,0.7,121.014,215606,4
2506,Turnover,Plant Sugar,Number On The Gate,3,0.532,0.747,1,-7.551,1,0.0331,0.0222,0.696,0.0645,0.759,75.029,137001,4
2507,Turnover,Parties,Parties,2,0.643,0.7,2,-7.195,0,0.0273,0.00312,0.145,0.146,0.583,123.992,226636,4
2508,Turnover,Much After Feeling,Parties,2,0.719,0.523,0,-8.059,1,0.0337,0.203,0.00415,0.119,0.7,121.019,215606,4
2509,Turnover,Plant Sugar,Parties,2,0.532,0.747,1,-7.551,1,0.0331,0.0222,0.696,0.0644,0.759,75.029,137001,4
2510,Turnover,Parties,Parties,12,0.645,0.702,2,-7.196,0,0.0272,0.00339,0.129,0.147,0.557,123.988,226636,4
2511,Turnover,Much After Feeling,Parties,12,0.722,0.524,0,-8.07,1,0.0339,0.197,0.00404,0.119,0.721,121.036,215606,4
2512,Turnover,Plant Sugar,Parties,12,0.533,0.757,1,-7.537,1,0.0328,0.0234,0.696,0.0645,0.757,75.015,137001,4
2513,Turnover,Much After Feeling,Much After Feeling / Plant Sugar,5,0.72,0.523,0,-8.059,1,0.0337,0.203,0.00415,0.119,0.7,121.014,215606,4
2514,Turnover,Plant Sugar,Much After Feeling / Plant Sugar,5,0.532,0.747,1,-7.551,1,0.0331,0.0222,0.696,0.0645,0.759,75.029,137001,4
2515,Turnover,Much After Feeling,Much After Feeling / Plant Sugar,10,0.722,0.522,0,-8.06,1,0.0342,0.2,0.00355,0.119,0.703,121.038,215606,4
2516,Turnover,Plant Sugar,Much After Feeling / Plant Sugar,10,0.532,0.748,1,-7.551,1,0.0332,0.0233,0.696,0.0646,0.758,75.03,137001,4
2517,Turnover,Humblest Pleasures,Humblest Pleasures / Change Irreversible,0,0.541,0.871,4,-6.896,0,0.0294,0.112,0.225,0.0742,0.448,147.031,203802,4
2518,Turnover,Change Irreversible,Humblest Pleasures / Change Irreversible,0,0.483,0.676,6,-6.601,1,0.032,0.0842,0.0594,0.105,0.24,117.941,306253,4
2519,Turnover,Humblest Pleasures,Humblest Pleasures,39,0.542,0.871,4,-6.896,0,0.0294,0.109,0.221,0.0742,0.449,147.026,203802,4
2520,Turnover,Change Irreversible,Humblest Pleasures,39,0.483,0.675,6,-6.601,1,0.032,0.0851,0.0621,0.105,0.24,117.94,306253,4
2521,Turnover,New Scream - Audiotree Live Version,Turnover on Audiotree Live,15,0.485,0.535,2,-8.331,1,0.0263,0.00176,0.0034,0.0825,0.2,166.273,253415,4
2522,Turnover,Cutting My Fingers Off - Audiotree Live Version,Turnover on Audiotree Live,15,0.312,0.529,5,-8.633,1,0.0335,0.000277,0.0132,0.111,0.103,76.841,183485,4
2523,Turnover,Hello Euphoria - Audiotree Live Version,Turnover on Audiotree Live,15,0.531,0.554,9,-8.545,1,0.0301,0.00176,0.000607,0.085,0.137,127.128,227810,4
2524,Turnover,Humming - Audiotree Live Version,Turnover on Audiotree Live,15,0.388,0.643,5,-7.928,1,0.0303,0.00024,0.0486,0.128,0.215,154.462,236087,4
2525,Turnover,New Scream - Audiotree Live Version,Turnover on Audiotree Live,13,0.484,0.535,2,-8.331,1,0.0263,0.00176,0.0034,0.0826,0.2,166.247,253415,4
2526,Turnover,Cutting My Fingers Off - Audiotree Live Version,Turnover on Audiotree Live,13,0.312,0.535,5,-8.633,1,0.0336,0.000277,0.0133,0.111,0.0969,76.841,183485,4
2527,Turnover,Hello Euphoria - Audiotree Live Version,Turnover on Audiotree Live,13,0.531,0.554,9,-8.544,1,0.0301,0.00176,0.0006,0.085,0.137,127.132,227810,4
2528,Turnover,Humming - Audiotree Live Version,Turnover on Audiotree Live,13,0.388,0.644,5,-7.928,1,0.0304,0.000238,0.0484,0.128,0.228,154.458,236087,4
2529,Turnover,Disintegration,Blue Dream,39,0.464,0.238,10,-10.952,1,0.044,0.346,0.00228,0.102,0.144,131.956,248398,3
2530,Turnover,Read My Mind,Blue Dream,39,0.523,0.553,7,-7.34,1,0.0363,0.00387,0.000263,0.159,0.0647,136.401,138795,4
2531,Turnover,Bella Donna,Blue Dream,39,0.337,0.39,9,-9.668,1,0.0268,0.152,8.93e-05,0.0952,0.253,85.501,160341,4
2532,Citizen,Drown,Split,30,0.361,0.917,10,-6.372,1,0.0553,2.93e-05,0.000222,0.107,0.22,140.082,184320,4
2533,Citizen,I'm Sick Of Waiting,Split,30,0.331,0.644,8,-7.976,0,0.0567,0.000306,0.000336,0.0906,0.21,152.729,123124,3
2534,Turnover,Permanent,Split,30,0.197,0.963,7,-4.433,0,0.074,0.000274,0.375,0.0732,0.253,175.966,187431,4
2535,Turnover,No Sun,Split,30,0.366,0.972,11,-4.044,0,0.109,0.000138,0.875,0.323,0.401,174.019,176000,4
2536,Turnover,Sasha,Turnover,38,0.232,0.966,10,-2.465,0,0.0711,0.000154,0.0,0.0609,0.403,184.019,176444,4
2537,Turnover,Solitude,Turnover,38,0.207,0.946,11,-2.273,0,0.0795,0.000621,0.0,0.35,0.211,183.949,145293,4
2538,Turnover,Time,Turnover,38,0.102,0.956,11,-2.581,0,0.0942,0.000212,8.78e-05,0.0583,0.229,183.964,193333,4
2539,Turnover,Sleepless Nights,Turnover,38,0.429,0.97,2,-2.864,1,0.067,0.000272,2.32e-06,0.312,0.256,104.068,176889,4
2540,Turnover,Waiting,Turnover,38,0.339,0.919,2,-2.539,1,0.0805,0.00641,0.000468,0.185,0.355,132.3,129827,4
2541,A Great Big Pile of Leaves,Yesterday's Clothes,Pono,39,0.544,0.946,2,-6.574,1,0.0394,0.00159,0.824,0.226,0.637,141.953,209497,4
2542,A Great Big Pile of Leaves,Hit Reset,Pono,39,0.599,0.826,4,-5.106,1,0.0642,0.0701,0.0017,0.0965,0.58,131.013,219341,4
2543,A Great Big Pile of Leaves,Beat Up Shoes,Pono,39,0.61,0.8,9,-6.118,1,0.0435,0.0343,0.00459,0.101,0.698,85.004,183276,4
2544,A Great Big Pile of Leaves,Waiting for Your Love,Pono,39,0.593,0.845,6,-5.596,1,0.0288,0.0687,0.664,0.139,0.738,124.971,186613,4
2545,A Great Big Pile of Leaves,Halloween,Pono,39,0.622,0.794,2,-6.156,1,0.035,0.0636,0.312,0.192,0.546,128.004,244596,4
2546,A Great Big Pile of Leaves,Kitchen Concert,Pono,39,0.554,0.912,9,-5.175,1,0.0508,0.0115,0.0256,0.172,0.412,141.973,185870,3
2547,A Great Big Pile of Leaves,Swimmer,Pono,39,0.621,0.922,7,-5.708,1,0.0284,0.00432,0.08,0.158,0.469,104.001,236589,4
2548,A Great Big Pile of Leaves,Water Cycle,Pono,39,0.601,0.869,4,-5.937,1,0.0329,0.0533,0.364,0.298,0.631,150.034,211364,3
2549,A Great Big Pile of Leaves,Writing Utensils,Pono,39,0.531,0.923,9,-5.727,1,0.0396,0.000404,0.611,0.0985,0.596,135.969,270317,4
2550,A Great Big Pile of Leaves,Simple Pleasures,Pono,39,0.624,0.775,7,-5.807,1,0.0444,0.0296,0.51,0.0956,0.492,119.989,279677,3
2551,A Great Big Pile of Leaves,Snack Attack,You're Always on My Mind,37,0.622,0.908,4,-4.703,1,0.0948,0.00478,7.74e-06,0.227,0.397,127.074,199427,4
2552,A Great Big Pile of Leaves,Flying Fish,You're Always on My Mind,37,0.551,0.932,0,-5.738,1,0.0528,0.00225,3.65e-06,0.0962,0.801,140.007,213147,4
2553,A Great Big Pile of Leaves,Pet Mouse,You're Always on My Mind,37,0.517,0.904,4,-4.853,1,0.0851,0.00354,0.000365,0.125,0.605,139.036,163880,5
2554,A Great Big Pile of Leaves,Slumber Party,You're Always on My Mind,37,0.574,0.954,0,-5.457,1,0.0906,0.0102,0.0016,0.0917,0.665,132.905,177360,3
2555,A Great Big Pile of Leaves,Back to School,You're Always on My Mind,37,0.632,0.921,2,-5.392,1,0.0558,0.0168,5.08e-06,0.117,0.621,103.029,212853,4
2556,A Great Big Pile of Leaves,Egocentrism,You're Always on My Mind,37,0.69,0.319,11,-10.378,1,0.0303,0.53,0.00632,0.131,0.334,79.96,116440,4
2557,A Great Big Pile of Leaves,Ambiversion,You're Always on My Mind,37,0.518,0.87,2,-6.56,1,0.05,0.0831,2.58e-05,0.317,0.718,146.037,217387,4
2558,A Great Big Pile of Leaves,Fun in the Sun,You're Always on My Mind,37,0.393,0.867,9,-5.453,1,0.0865,0.014,0.00277,0.0458,0.485,91.392,186533,4
2559,A Great Big Pile of Leaves,Locus of Control,You're Always on My Mind,37,0.601,0.711,0,-6.448,1,0.0353,0.00483,0.000643,0.0989,0.453,109.967,277400,4
2560,A Great Big Pile of Leaves,Pizzanomics,You're Always on My Mind,37,0.615,0.722,2,-6.709,1,0.0353,0.0182,0.000226,0.0957,0.268,132.003,199267,3
2561,A Great Big Pile of Leaves,Learning Curves (Bonus Track),You're Always on My Mind,37,0.524,0.868,2,-4.847,1,0.0816,0.0416,0.0317,0.0997,0.643,134.043,167123,4
2562,A Great Big Pile of Leaves,This Is A Country Song,BOOM! (Deluxe),17,0.811,0.756,7,-5.925,1,0.05,0.404,0.000817,0.218,0.458,135.034,257480,4
2563,A Great Big Pile of Leaves,Drought Of Snow,BOOM! (Deluxe),17,0.755,0.509,1,-6.694,1,0.0396,0.337,0.000358,0.0881,0.496,128.066,259000,4
2564,A Great Big Pile of Leaves,Alligator Bop,BOOM! (Deluxe),17,0.855,0.375,0,-8.13,0,0.0375,0.635,2.5e-06,0.137,0.336,128.973,215280,4
2565,A Great Big Pile of Leaves,Learning Curves,BOOM! (Deluxe),17,0.801,0.236,2,-10.498,1,0.0358,0.89,6.93e-06,0.109,0.282,109.963,197323,4
2566,A Great Big Pile of Leaves,Vampires In Love - Live,BOOM! (Deluxe),17,0.765,0.212,7,-13.0,1,0.0515,0.546,0.000242,0.764,0.726,134.787,246200,4
2567,A Great Big Pile of Leaves,"Meet Me At The Mall, Bring Your Swim Trunks - Live",BOOM! (Deluxe),17,0.643,0.334,4,-13.062,0,0.0472,0.701,0.00275,0.736,0.713,134.752,159893,3
2568,A Great Big Pile of Leaves,A Few Screws Loose - Live,BOOM! (Deluxe),17,0.485,0.246,1,-11.891,1,0.0433,0.639,1.43e-05,0.712,0.282,125.007,296480,4
2569,A Great Big Pile of Leaves,We Don't Need Our Heads - Live,BOOM! (Deluxe),17,0.646,0.495,4,-11.264,1,0.0342,0.739,0.000727,0.179,0.527,119.939,302133,3
2570,A Great Big Pile of Leaves,Comin' From Tucson - Live,BOOM! (Deluxe),17,0.656,0.365,4,-10.989,1,0.032,0.566,0.000198,0.727,0.53,128.996,246653,4
2571,A Great Big Pile of Leaves,Alligator Bop,Have You Seen My Prefrontal Cortex?,42,0.531,0.569,4,-5.333,1,0.0403,0.394,5.81e-06,0.124,0.41,129.97,215272,4
2572,A Great Big Pile of Leaves,We Don't Need Our Heads,Have You Seen My Prefrontal Cortex?,42,0.569,0.869,4,-4.525,1,0.049,0.632,0.00156,0.146,0.415,135.952,251999,4
2573,A Great Big Pile of Leaves,Vampires In Love,Have You Seen My Prefrontal Cortex?,42,0.615,0.76,7,-5.602,1,0.0384,0.26,2.71e-05,0.123,0.623,142.987,222708,4
2574,A Great Big Pile of Leaves,Great Fun,Have You Seen My Prefrontal Cortex?,42,0.448,0.851,0,-4.454,1,0.0442,0.368,1.95e-06,0.274,0.472,150.994,191750,4
2575,A Great Big Pile of Leaves,Bring Back Breakfast,Have You Seen My Prefrontal Cortex?,42,0.636,0.666,9,-7.002,1,0.031,0.636,0.00495,0.12,0.447,141.938,242983,4
2576,A Great Big Pile of Leaves,Race Car Driving,Have You Seen My Prefrontal Cortex?,42,0.652,0.41,7,-8.598,1,0.0356,0.0808,0.907,0.329,0.723,120.012,154485,4
2577,A Great Big Pile of Leaves,"Meet Me at the Mall, Bring Your Swim Trunks",Have You Seen My Prefrontal Cortex?,42,0.552,0.933,0,-4.493,1,0.0519,0.239,0.0,0.133,0.625,139.963,141082,3
2578,A Great Big Pile of Leaves,I Will Gobble You up!,Have You Seen My Prefrontal Cortex?,42,0.595,0.65,7,-6.478,1,0.0467,0.534,0.0,0.126,0.481,123.835,205208,3
2579,A Great Big Pile of Leaves,Learn to Share,Have You Seen My Prefrontal Cortex?,42,0.479,0.323,0,-8.927,1,0.0402,0.807,0.000328,0.598,0.389,137.992,311101,4
2580,A Great Big Pile of Leaves,Bicycles In Sleep Cycles,Have You Seen My Prefrontal Cortex?,42,0.507,0.555,2,-7.099,1,0.0342,0.147,0.000598,0.117,0.25,123.971,244059,3
2581,A Great Big Pile of Leaves,A Few Screws Loose,Have You Seen My Prefrontal Cortex?,42,0.271,0.664,1,-5.916,1,0.0489,0.435,3.9e-06,0.0777,0.185,144.671,272292,4
2582,A Great Big Pile of Leaves,Sleeping on the Train,Have You Seen My Prefrontal Cortex?,42,0.354,0.448,7,-9.532,1,0.0341,0.184,0.792,0.106,0.182,128.515,157542,5
2583,A Great Big Pile of Leaves,Moving in Slow,Have You Seen My Prefrontal Cortex?,42,0.573,0.439,9,-5.907,1,0.0275,0.667,3.48e-05,0.0736,0.22,117.933,367947,3
2584,A Great Big Pile of Leaves,Hit Reset,Hit Reset,15,0.599,0.826,4,-5.106,1,0.0642,0.0701,0.0017,0.0965,0.58,131.013,219341,4
2585,A Great Big Pile of Leaves,Beat Up Shoes,Hit Reset,15,0.61,0.8,9,-6.118,1,0.0435,0.0343,0.00459,0.101,0.698,85.004,183276,4
2586,A Great Big Pile of Leaves,Beat Up Shoes,Beat Up Shoes,17,0.61,0.8,9,-6.118,1,0.0435,0.0343,0.00459,0.101,0.698,85.004,183276,4
2587,A Great Big Pile of Leaves,This Is a Country Song,BOOM!,5,0.811,0.756,7,-5.925,1,0.05,0.404,0.000817,0.218,0.458,135.034,257480,4
2588,A Great Big Pile of Leaves,Drought of Snow,BOOM!,5,0.755,0.509,1,-6.694,1,0.0396,0.337,0.000358,0.0881,0.496,128.066,259000,4
2589,A Great Big Pile of Leaves,Alligator Bop,BOOM!,5,0.855,0.375,0,-8.13,0,0.0375,0.635,2.5e-06,0.137,0.336,128.973,215280,4
2590,A Great Big Pile of Leaves,Learning Curves,BOOM!,5,0.801,0.236,2,-10.498,1,0.0358,0.89,6.93e-06,0.109,0.282,109.963,197323,4
2591,A Great Big Pile of Leaves,Vampires in Love (Live),Live from the Living Room,4,0.765,0.212,7,-13.0,1,0.0515,0.546,0.000242,0.764,0.726,134.787,246200,4
2592,A Great Big Pile of Leaves,"Meet Me at the Mall, Bring Your Swim Trunks (Live)",Live from the Living Room,4,0.643,0.334,4,-13.062,0,0.0472,0.701,0.00275,0.736,0.713,134.752,159903,3
2593,A Great Big Pile of Leaves,A Few Screws Loose (Live),Live from the Living Room,4,0.485,0.246,1,-11.891,1,0.0433,0.639,1.43e-05,0.712,0.282,125.009,296480,4
2594,A Great Big Pile of Leaves,We Don't Need Our Heads (Live),Live from the Living Room,4,0.646,0.495,4,-11.264,1,0.0342,0.739,0.000727,0.179,0.527,119.934,302133,3
2595,A Great Big Pile of Leaves,Comin' from Tucson (Limbeck Cover) [Live],Live from the Living Room,4,0.656,0.365,4,-10.989,1,0.032,0.566,0.000198,0.727,0.53,128.996,246653,4
2596,A Great Big Pile of Leaves,This Is A Country Song,Boom!,8,0.811,0.756,7,-5.925,1,0.05,0.404,0.000817,0.218,0.458,135.034,257480,4
2597,A Great Big Pile of Leaves,Drought Of Snow,Boom!,8,0.755,0.509,1,-6.694,1,0.0396,0.337,0.000358,0.0881,0.496,128.066,259000,4
2598,A Great Big Pile of Leaves,Alligator Bop,Boom!,8,0.855,0.375,0,-8.13,0,0.0375,0.635,2.5e-06,0.137,0.336,128.973,215280,4
2599,A Great Big Pile of Leaves,Learning Curves,Boom!,8,0.801,0.236,2,-10.498,1,0.0358,0.89,6.93e-06,0.109,0.282,109.963,197323,4
2600,A Great Big Pile of Leaves,Vampires In Love - Live,Live From The Living Room,9,0.765,0.212,7,-13.0,1,0.0515,0.546,0.000242,0.764,0.726,134.787,246200,4
2601,A Great Big Pile of Leaves,"Meet Me At The Mall, Bring Your Swim Trunks - Live",Live From The Living Room,9,0.643,0.334,4,-13.062,0,0.0472,0.701,0.00275,0.736,0.713,134.752,159893,3
2602,A Great Big Pile of Leaves,A Few Screws Loose - Live,Live From The Living Room,9,0.485,0.246,1,-11.891,1,0.0433,0.639,1.43e-05,0.712,0.282,125.007,296480,4
2603,A Great Big Pile of Leaves,We Don't Need Our Heads - Live,Live From The Living Room,9,0.646,0.495,4,-11.264,1,0.0342,0.739,0.000727,0.179,0.527,119.939,302133,3
2604,A Great Big Pile of Leaves,Comin' From Tucson - Live,Live From The Living Room,9,0.656,0.365,4,-10.989,1,0.032,0.566,0.000198,0.727,0.53,128.996,246653,4
2605,A Great Big Pile of Leaves,Sleepsleepsleep,The Fiery Works II,24,0.1,0.639,7,-7.903,1,0.0645,0.0125,0.72,0.394,0.111,187.75,157979,4
2606,A Great Big Pile of Leaves,Bring Back Recess,The Fiery Works II,24,0.293,0.92,7,-4.448,1,0.388,0.139,0.0,0.268,0.515,160.077,186000,3
2607,A Great Big Pile of Leaves,The Size of Dinosaurs,The Fiery Works II,24,0.477,0.809,2,-5.361,1,0.0753,0.117,0.0,0.233,0.564,114.959,164833,4
2608,A Great Big Pile of Leaves,Spanish for Smile,The Fiery Works II,24,0.187,0.887,9,-4.769,1,0.196,0.134,0.0,0.296,0.309,184.759,245042,4
2609,A Great Big Pile of Leaves,Drought of Snow,The Fiery Works II,24,0.469,0.859,6,-5.353,1,0.0898,0.194,2.16e-05,0.522,0.543,129.173,256104,4
2610,A Great Big Pile of Leaves,User's Guide to a Coloring Book,The Fiery Works,32,0.603,0.645,7,-7.575,1,0.0286,0.526,0.129,0.193,0.634,130.033,96080,4
2611,A Great Big Pile of Leaves,Mystery of the Brain,The Fiery Works,32,0.601,0.87,7,-4.437,1,0.0664,0.0682,0.000128,0.275,0.522,142.89,163653,3
2612,A Great Big Pile of Leaves,Conscious and the Fiery Works,The Fiery Works,32,0.606,0.714,7,-5.174,1,0.0534,0.162,4.57e-06,0.0767,0.411,142.149,237813,4
2613,A Great Big Pile of Leaves,Hey Tangerine!,The Fiery Works,32,0.621,0.889,11,-6.015,0,0.046,0.0448,2.12e-06,0.382,0.328,116.925,233733,4
2614,A Great Big Pile of Leaves,This Is a Country Song...,The Fiery Works,32,0.66,0.9,7,-5.391,1,0.046,0.119,1.34e-05,0.0843,0.66,132.983,265853,4
2615,A Great Big Pile of Leaves,Workeatsleep,The Fiery Works,32,0.647,0.798,9,-5.817,1,0.0449,0.158,3.98e-06,0.0738,0.787,143.036,195427,4
2616,Tenacious D,POST-APOCALYPTO THEME,Post-Apocalypto,50,0.46,0.997,0,-3.823,1,0.184,0.00221,0.0,0.325,0.144,147.997,37773,4
2617,Tenacious D,desolation,Post-Apocalypto,50,0.563,0.233,7,-18.952,0,0.913,0.661,0.0,0.158,0.255,92.217,77267,4
2618,Tenacious D,HOPE,Post-Apocalypto,50,0.643,0.537,2,-7.058,1,0.0271,0.108,0.0,0.119,0.337,114.036,119293,4
2619,Tenacious D,cave women,Post-Apocalypto,50,0.761,0.284,6,-17.123,1,0.95,0.375,0.0,0.304,0.367,50.996,86107,4
2620,Tenacious D,MAKING LOVE,Post-Apocalypto,50,0.468,0.531,7,-6.113,1,0.0391,0.223,0.0,0.0945,0.35,113.997,176520,4
2621,Tenacious D,scientists,Post-Apocalypto,50,0.717,0.326,8,-15.166,0,0.945,0.441,0.0,0.376,0.7,81.434,77773,5
2622,Tenacious D,TAKE US INTO SPACE,Post-Apocalypto,50,0.676,0.86,0,-4.573,1,0.0371,0.0237,4.35e-05,0.206,0.937,123.993,116280,4
2623,Tenacious D,i've got to go,Post-Apocalypto,50,0.72,0.447,8,-14.321,1,0.954,0.467,0.0,0.374,0.621,95.738,110560,4
2624,Tenacious D,FUCK YO-YO MA,Post-Apocalypto,50,0.446,0.297,9,-10.094,0,0.0358,0.825,0.0,0.332,0.296,179.6,94613,4
2625,Tenacious D,reunion/not so fast,Post-Apocalypto,50,0.672,0.477,8,-15.13,1,0.958,0.379,0.0,0.658,0.321,65.788,68453,4
2626,Tenacious D,DADDY DING DONG,Post-Apocalypto,50,0.581,0.922,0,-4.432,1,0.0765,0.00208,1.63e-05,0.201,0.75,162.986,105293,4
2627,Tenacious D,chainsaw bazooka machine gun,Post-Apocalypto,50,0.74,0.389,7,-13.291,1,0.931,0.135,0.0,0.384,0.813,76.892,60227,3
2628,Tenacious D,ROBOT,Post-Apocalypto,50,0.504,0.322,7,-8.376,1,0.0252,0.349,0.0,0.187,0.313,89.043,146733,4
2629,Tenacious D,marCH,Post-Apocalypto,50,0.674,0.445,9,-10.142,0,0.76,0.597,0.0,0.269,0.716,119.909,83587,4
2630,Tenacious D,turd whistle,Post-Apocalypto,50,0.629,0.248,9,-14.952,1,0.965,0.353,0.0,0.193,0.738,172.858,39427,3
2631,Tenacious D,COLORS,Post-Apocalypto,50,0.42,0.568,2,-7.349,1,0.0468,0.0685,7.03e-06,0.115,0.44,203.985,140480,4
2632,Tenacious D,who's your daddy?,Post-Apocalypto,50,0.699,0.406,2,-13.548,1,0.941,0.2,0.0,0.442,0.582,143.728,48533,3
2633,Tenacious D,JB JR RAP,Post-Apocalypto,50,0.722,0.716,7,-5.43,1,0.446,0.02,0.0,0.186,0.385,182.1,91360,4
2634,Tenacious D,WOMAN TIME,Post-Apocalypto,50,0.485,0.97,0,-1.964,1,0.164,0.0035,1.97e-05,0.588,0.52,142.034,83200,4
2635,Tenacious D,SAVE THE WORLD,Post-Apocalypto,50,0.291,0.305,10,-7.478,1,0.0391,0.795,8.54e-05,0.323,0.413,95.791,44507,3
2636,Tenacious D,POST-APOCALYPTO THEME (REPRISE),Post-Apocalypto,50,0.517,0.965,1,-2.656,1,0.257,3.22e-05,0.000673,0.206,0.25,147.959,39693,5
2637,Tenacious D,Rize of the Fenix - Live,Tenacious D Live,38,0.352,0.89,9,-6.05,1,0.167,0.00274,5.77e-05,0.986,0.252,100.494,263987,4
2638,Tenacious D,Low Hangin' Fruit - Live,Tenacious D Live,38,0.393,0.955,1,-5.539,0,0.155,0.00134,0.000166,0.982,0.353,173.848,202040,4
2639,Tenacious D,Kielbasa - Live,Tenacious D Live,38,0.492,0.866,7,-5.972,1,0.0345,0.00635,5.39e-05,0.985,0.378,106.687,186893,4
2640,Tenacious D,Friendship - Live,Tenacious D Live,38,0.519,0.965,2,-4.855,1,0.0798,0.00384,1.12e-05,0.944,0.229,129.862,137773,4
2641,Tenacious D,Throw Down - Live,Tenacious D Live,38,0.53,0.931,9,-4.498,1,0.0781,0.0015,0.00233,0.975,0.396,136.676,192347,4
2642,Tenacious D,39 - Live,Tenacious D Live,38,0.495,0.449,7,-9.064,1,0.0472,0.0814,0.0,0.976,0.291,123.32,213587,4
2643,Tenacious D,The Metal - Live,Tenacious D Live,38,0.384,0.984,4,-4.509,0,0.146,0.000101,0.00341,0.992,0.221,118.678,185187,4
