,artist,song,album,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
2284,Origami Angel,Self-Destruct,GAMI GANG,54,0.426,0.942,5,-4.897,1,0.0959,0.000512,0.0,0.189,0.388,179.888,180265,4
2285,Origami Angel,Möbius Chicken Strip,GAMI GANG,54,0.534,0.925,1,-4.696,1,0.0829,0.0192,0.0,0.177,0.273,104.891,192122,4
2286,Origami Angel,Noah Fence,GAMI GANG,54,0.561,0.963,1,-3.451,1,0.0814,0.000567,6.51e-06,0.0998,0.504,100.003,194812,4
2287,Origami Angel,Mach Bike,GAMI GANG,54,0.331,0.946,5,-4.017,1,0.0707,0.000509,0.00015,0.205,0.259,102.469,168947,4
2288,Origami Angel,Isopropyl Alchemy,GAMI GANG,54,0.477,0.866,8,-4.736,1,0.0557,0.0107,0.000337,0.138,0.487,94.895,204461,4
2289,Origami Angel,You Won't.,GAMI GANG,54,0.446,0.916,8,-4.064,1,0.0957,0.0834,0.0,0.142,0.517,169.924,162496,4
2290,Origami Angel,Neutrogena Spektor,GAMI GANG,54,0.504,0.944,8,-4.109,1,0.097,0.00676,1.83e-06,0.215,0.394,94.949,175724,4
2291,Origami Angel,Greenbelt Station,GAMI GANG,54,0.533,0.15,3,-17.97,1,0.0381,0.858,0.00102,0.123,0.229,115.094,119294,3
2292,Origami Angel,Bossa Nova Corps,GAMI GANG,54,0.621,0.683,5,-5.89,1,0.109,0.0641,1.43e-06,0.663,0.659,179.994,172657,4
2293,Origami Angel,Kno U,GAMI GANG,54,0.247,0.919,5,-4.723,1,0.164,0.00754,2.44e-06,0.883,0.569,75.628,167575,4
2294,Origami Angel,/trust,GAMI GANG,54,0.576,0.654,5,-5.193,1,0.0437,0.0159,0.000188,0.145,0.466,134.962,187663,4
2295,Origami Angel,[spoons rattling],GAMI GANG,54,0.55,0.876,0,-6.135,1,0.0921,0.011,0.000908,0.551,0.326,92.493,83059,4
2296,Origami Angel,Tom Holland Oates,GAMI GANG,54,0.318,0.824,1,-4.657,1,0.0877,0.00198,0.0,0.0799,0.601,161.641,195917,4
2297,Origami Angel,Caught in the Moment,GAMI GANG,54,0.313,0.881,6,-4.358,1,0.146,0.00152,1.57e-06,0.765,0.667,180.068,138627,4
2298,Origami Angel,Dr. Fondoom,GAMI GANG,54,0.449,0.937,8,-3.941,1,0.103,0.00532,3.68e-05,0.486,0.468,174.945,73989,4
2299,Origami Angel,Bed Bath & Batman Beyond,GAMI GANG,54,0.579,0.973,8,-4.069,1,0.0716,0.0201,2.66e-05,0.332,0.582,102.541,55530,4
2300,Origami Angel,Footloose Cannonball Brothers,GAMI GANG,54,0.77,0.74,8,-5.555,1,0.151,0.0144,1.23e-06,0.135,0.778,122.941,159682,4
2301,Origami Angel,Blanket Statement,GAMI GANG,54,0.389,0.933,8,-3.855,1,0.111,0.00431,0.0,0.136,0.765,169.874,126147,4
2302,Origami Angel,gg,GAMI GANG,54,0.309,0.815,8,-6.529,1,0.0642,0.152,0.000735,0.67,0.194,134.992,294424,4
2303,Origami Angel,Welcome to...,Somewhere City,57,0.502,0.782,3,-4.756,1,0.0946,0.0218,0.000405,0.202,0.159,160.027,185133,4
2304,Origami Angel,24 Hr Drive-Thru,Somewhere City,57,0.573,0.96,8,-4.425,1,0.177,0.0247,4.28e-06,0.348,0.263,154.904,164033,4
2305,Origami Angel,666 Flags,Somewhere City,57,0.509,0.974,8,-3.133,1,0.198,0.0188,2.35e-06,0.317,0.294,107.683,167451,4
2306,Origami Angel,Doctor Whomst,Somewhere City,57,0.554,0.96,1,-2.465,1,0.176,0.0107,5.5e-06,0.154,0.484,154.973,179277,4
2307,Origami Angel,Say Less,Somewhere City,57,0.559,0.934,10,-3.223,1,0.156,0.0878,0.0,0.108,0.306,84.971,145237,4
2308,Origami Angel,Escape Rope,Somewhere City,57,0.547,0.981,8,-3.346,1,0.119,0.00331,1.37e-05,0.819,0.319,100.014,136890,4
2309,Origami Angel,The Title Track,Somewhere City,57,0.494,0.964,8,-4.084,1,0.0862,0.138,0.0,0.214,0.569,94.878,151196,4
2310,Origami Angel,Skeleton Key,Somewhere City,57,0.446,0.878,10,-3.737,1,0.0961,0.0241,2.12e-05,0.648,0.317,160.093,182554,4
2311,Origami Angel,Find Your Throne,Somewhere City,57,0.582,0.908,1,-3.826,1,0.0772,0.021,6.19e-06,0.631,0.398,127.028,206387,4
2312,Origami Angel,The Air Up Here,Somewhere City,57,0.353,0.913,10,-4.017,1,0.123,0.0243,8.9e-05,0.189,0.16,169.488,284814,4
2313,Origami Angel,Witchu / Route 1 Baby,Origami Angel Broke Minecraft,26,0.545,0.517,8,-13.506,1,0.525,0.27,0.0198,0.103,0.103,76.071,149353,4
2314,Origami Angel,Roo B / Olympic Hi Dive,Origami Angel Broke Minecraft,26,0.422,0.672,11,-10.754,0,0.0539,0.462,0.0338,0.0892,0.143,164.717,105608,4
2315,Origami Angel,24 Hr Delivery / KD MVP,Origami Angel Broke Minecraft,26,0.667,0.484,8,-13.516,1,0.0438,0.503,0.0381,0.808,0.379,130.014,273288,4
2316,Origami Angel,Rom Com Hacky Sack / Space Flex T-Skrrt,Origami Angel Broke Minecraft,26,0.456,0.485,7,-13.384,1,0.0452,0.383,0.00296,0.18,0.0526,131.361,274575,4
2317,Origami Angel,Greenbelt Station,Origami Angel Broke Minecraft,26,0.567,0.0522,3,-23.194,1,0.0484,0.988,0.215,0.0777,0.459,110.552,137748,4
2318,Origami Angel,Ruby,Gen 3,36,0.322,0.824,1,-5.403,1,0.0564,0.00186,0.0,0.0734,0.432,76.081,79975,4
2319,Origami Angel,Sapphire,Gen 3,36,0.351,0.866,4,-6.487,1,0.0591,0.00262,0.000214,0.0988,0.338,115.185,178350,4
2320,Origami Angel,Emerald,Gen 3,36,0.355,0.856,2,-6.421,1,0.153,0.00531,0.00069,0.135,0.406,81.198,146516,3
2321,Origami Angel,XD Gale of Darkness,Gen 3,36,0.342,0.938,1,-6.09,0,0.236,0.0145,0.0,0.183,0.186,164.963,104411,4
2322,Origami Angel,Denny’s Devito,Holy Split,28,0.334,0.833,1,-4.949,1,0.08,0.00516,0.0,0.343,0.786,136.307,139008,4
2323,Origami Angel,Origami Bagel,Holy Split,28,0.344,0.791,0,-5.487,1,0.0691,0.000419,0.000169,0.238,0.686,83.562,154176,4
2324,Commander Salamander,Kenny,Holy Split,28,0.125,0.676,1,-9.442,0,0.0908,0.00258,0.00379,0.233,0.332,180.01,76152,4
2325,Commander Salamander,Wassup My Good Man,Holy Split,28,0.269,0.678,11,-8.339,1,0.0711,0.0158,0.0134,0.365,0.408,100.186,76394,3
2326,Origami Angel,effective. Power,Doing the Most,33,0.347,0.896,1,-7.529,1,0.0879,0.00395,0.0274,0.107,0.206,154.905,188139,4
2327,Origami Angel,ROM Hack,Doing the Most,33,0.305,0.902,2,-7.096,1,0.0985,0.00929,2.72e-05,0.336,0.421,102.53,175189,4
2328,Origami Angel,w / u,Doing the Most,33,0.391,0.936,5,-7.79,0,0.0834,0.139,0.46,0.184,0.625,138.22,96715,4
2329,Origami Angel,Thanks! I hate it.,Doing the Most,33,0.281,0.785,1,-7.397,1,0.0599,0.00374,0.00013,0.132,0.376,82.279,196677,4
2330,Origami Angel,fin (the long and untold story of how i know it's meant to be),Doing the Most,33,0.392,0.155,1,-15.297,1,0.0312,0.882,0.008,0.154,0.266,80.157,170677,4
2331,Origami Angel,Ride Our Bikes to School,Quiet Hours,32,0.747,0.281,2,-9.725,1,0.0322,0.474,0.0106,0.155,0.185,93.024,160046,4
2332,Origami Angel,SpaceX T-Shirt,Quiet Hours,32,0.608,0.391,0,-11.848,1,0.032,0.282,0.079,0.111,0.225,131.072,163776,4
2333,Origami Angel,Osmosis,Quiet Hours,32,0.692,0.163,2,-11.969,1,0.0566,0.819,0.0487,0.131,0.161,134.934,136624,4
2334,Origami Angel,Hey There,Quiet Hours,32,0.808,0.245,9,-12.715,1,0.0505,0.302,2.83e-06,0.209,0.359,120.897,134187,4
2335,Origami Angel,Mark My Words,Quiet Hours,32,0.555,0.203,1,-11.202,0,0.0478,0.729,6.52e-05,0.133,0.0868,147.898,156416,3
2336,Origami Angel,Step,Quiet Hours,32,0.64,0.291,7,-11.412,1,0.0455,0.799,0.334,0.109,0.268,159.748,219750,4
2337,Origami Angel,Notice,Quiet Hours,32,0.319,0.129,2,-15.072,1,0.105,0.567,0.307,0.172,0.167,120.929,176637,4
2338,Chon,Ghost,Chon,51,0.372,0.841,1,-9.418,0,0.0705,0.0277,0.763,0.095,0.305,108.276,108387,3
2339,Chon,Cloudy,Chon,51,0.645,0.656,5,-9.144,1,0.0267,0.0988,0.89,0.11,0.403,92.545,192667,4
2340,Chon,Gift,Chon,51,0.389,0.637,2,-10.462,0,0.034,0.0256,0.812,0.345,0.455,143.943,188307,4
2341,Chon,Visit,Chon,51,0.685,0.548,1,-10.299,1,0.0313,0.109,0.916,0.11,0.367,124.04,175120,4
2342,Chon,Petal,Chon,51,0.376,0.576,6,-9.524,0,0.0304,0.0102,0.7,0.124,0.576,178.006,184720,4
2343,Chon,Pitch Dark,Chon,51,0.675,0.473,11,-10.803,0,0.0508,0.669,0.883,0.0733,0.288,159.14,221493,4
2344,Chon,Rosewood,Chon,51,0.549,0.646,8,-11.936,0,0.0312,0.453,0.786,0.0853,0.183,109.997,220120,4
2345,Chon,If,Chon,51,0.575,0.63,2,-10.649,1,0.0339,0.0322,0.739,0.285,0.292,124.934,182440,4
2346,Chon,Spike,Chon,51,0.606,0.751,7,-9.4,1,0.0333,0.00194,0.67,0.203,0.378,95.015,152293,4
2347,Chon,Dead End,Chon,51,0.543,0.623,9,-8.379,1,0.03,0.0628,0.784,0.218,0.305,80.427,151013,4
2348,Chon,Thanks,Chon,51,0.622,0.511,0,-9.679,1,0.0348,0.098,0.908,0.136,0.179,145.066,178920,4
2349,Chon,Peace,Chon,51,0.496,0.435,1,-11.017,1,0.0332,0.0805,0.772,0.179,0.446,170.101,212492,4
2350,Chon,Sleepy Tea,Homey,53,0.311,0.833,2,-7.969,1,0.104,0.00995,0.833,0.0794,0.333,174.917,185342,4
2351,Chon,Waterslide,Homey,53,0.54,0.86,9,-6.986,1,0.0643,0.00453,0.826,0.329,0.57,173.849,206253,4
2352,Chon,Berry Streets,Homey,53,0.673,0.849,6,-7.661,1,0.137,0.319,0.186,0.126,0.464,139.927,208777,4
2353,Chon,No Signal,Homey,53,0.411,0.629,6,-8.126,1,0.0478,0.0191,0.777,0.384,0.406,110.047,228016,1
2354,Chon,Checkpoint,Homey,53,0.638,0.858,7,-6.244,1,0.0348,0.00063,0.849,0.0348,0.732,140.009,185534,4
2355,Chon,Nayhoo,Homey,53,0.812,0.567,1,-7.119,0,0.083,0.539,0.0,0.11,0.616,124.945,171080,4
2356,Chon,Here and There,Homey,53,0.613,0.544,5,-7.229,0,0.0789,0.37,0.453,0.0929,0.419,111.236,220704,4
2357,Chon,The Space,Homey,53,0.651,0.777,10,-7.25,1,0.0325,0.0339,0.924,0.156,0.678,129.997,167342,4
2358,Chon,Feel This Way,Homey,53,0.749,0.503,11,-7.498,1,0.0382,0.0607,0.0177,0.104,0.227,130.004,223767,4
2359,Chon,Continue?,Homey,53,0.666,0.739,7,-7.427,1,0.0421,0.0418,0.786,0.0968,0.181,127.014,255927,4
2360,Chon,Glitch,Homey,53,0.682,0.687,6,-6.426,1,0.0335,0.343,0.351,0.187,0.499,119.978,125558,4
2361,Chon,Wave Bounce,Homey,53,0.634,0.851,8,-7.48,1,0.0344,0.0137,0.73,0.668,0.32,92.531,181902,4
2362,Chon,Drift,Grow,53,0.348,0.0762,1,-21.797,0,0.0473,0.983,0.000135,0.134,0.203,128.339,36267,4
2363,Chon,Story,Grow,53,0.51,0.787,6,-6.126,0,0.0312,0.00188,0.676,0.359,0.211,159.858,230406,4
2364,Chon,Fall,Grow,53,0.312,0.817,11,-6.702,0,0.0454,0.000781,0.845,0.181,0.371,90.795,219184,4
2365,Chon,Book,Grow,53,0.607,0.809,6,-6.701,1,0.0285,0.0235,0.852,0.159,0.471,114.99,162444,4
2366,Chon,Can't Wait,Grow,53,0.592,0.696,7,-6.617,1,0.0264,0.00567,0.00332,0.0825,0.263,132.002,188612,4
2367,Chon,Suda,Grow,53,0.479,0.947,8,-6.648,0,0.0346,0.00287,0.859,0.154,0.48,93.976,182751,4
2368,Chon,Knot,Grow,53,0.182,0.927,1,-6.708,0,0.05,0.000181,0.825,0.126,0.345,180.082,182672,3
2369,Chon,Moon,Grow,53,0.706,0.178,8,-12.888,0,0.0431,0.993,0.905,0.207,0.539,109.939,80878,5
2370,Chon,Splash,Grow,53,0.485,0.963,6,-5.91,0,0.045,0.000103,0.826,0.287,0.425,143.987,147912,4
2371,Chon,Perfect Pillow,Grow,53,0.426,0.917,7,-4.674,1,0.0826,0.00816,0.658,0.114,0.556,116.051,215620,4
2372,Chon,Echo,Grow,53,0.61,0.664,11,-5.89,0,0.0269,0.0235,0.00503,0.0797,0.255,117.985,172111,4
2373,Chon,But,Grow,53,0.523,0.823,0,-7.259,1,0.0488,8.02e-05,0.752,0.327,0.038,87.479,232984,4
2374,Chon,Potion,Newborn Sun,48,0.539,0.376,4,-6.746,1,0.0319,0.487,0.221,0.127,0.843,131.902,37973,3
2375,Chon,Puddle,Newborn Sun,48,0.384,0.814,8,-6.815,0,0.0979,0.000126,0.827,0.301,0.599,90.008,219585,4
2376,Chon,Fluffy,Newborn Sun,48,0.414,0.627,3,-7.394,0,0.0381,0.00164,0.827,0.13,0.481,137.99,178398,3
2377,Chon,Bubble Dream,Newborn Sun,48,0.432,0.664,9,-7.281,0,0.0363,0.00296,0.758,0.117,0.277,196.083,172437,4
2378,Chon,Wut The... (Poop),Newborn Sun,48,0.0,0.513,1,-7.136,0,0.0,0.0156,0.858,0.168,0.0,0.0,11124,0
2379,Chon,Dew,Newborn Sun,48,0.282,0.897,11,-6.57,0,0.0504,1.18e-05,0.813,0.202,0.449,100.089,195243,4
2380,Chon,Frosting,Newborn Sun,48,0.565,0.361,9,-7.162,1,0.0345,0.734,0.0208,0.13,0.627,135.045,24677,4
2381,Chon,Newborn Sun,Newborn Sun,48,0.583,0.638,11,-7.319,0,0.0346,0.00834,0.88,0.367,0.158,91.255,216587,4
2382,Chon,Pitch Dark,Pitch Dark,19,0.675,0.473,11,-10.803,0,0.0508,0.669,0.883,0.0733,0.288,159.14,221493,4
2383,Chon,Petal,Pitch Dark,19,0.376,0.576,6,-9.524,0,0.0304,0.0102,0.7,0.124,0.576,178.006,184720,4
2384,Chon,Peace,Pitch Dark,19,0.496,0.435,1,-11.017,1,0.0332,0.0805,0.772,0.179,0.446,170.101,212492,4
2385,Chon,Super Potion,Woohoo!,36,0.36,0.552,11,-9.973,0,0.0512,0.834,0.666,0.131,0.137,148.401,67836,4
2386,Chon,Knot,Woohoo!,36,0.328,0.891,1,-6.778,0,0.0561,0.281,0.902,0.25,0.287,180.215,183922,3
2387,Chon,Ecco,Woohoo!,36,0.57,0.691,6,-5.808,0,0.0296,0.243,0.0421,0.13,0.234,120.069,171131,4
2388,Chon,Sketch,Woohoo!,36,0.459,0.892,4,-6.451,0,0.0794,0.141,0.087,0.417,0.446,164.532,271486,4
2389,Chon,Dust,Woohoo!,36,0.26,0.44,2,-11.119,0,0.0385,0.818,0.856,0.136,0.239,155.006,124938,5
2390,Chon,Suda,Woohoo!,36,0.524,0.845,8,-7.327,0,0.0397,0.143,0.372,0.087,0.351,92.568,183641,4
2391,Delle&Coppo,Intro,Doppia Chance,0,0.866,0.801,1,-4.623,1,0.28,0.366,0.0,0.135,0.694,129.954,129577,4
2392,Delle&Coppo,Notte Brava,Doppia Chance,0,0.762,0.589,8,-6.465,1,0.06,0.103,0.0,0.348,0.0607,87.982,196053,4
2393,Delle&Coppo,Aurora Boreale,Doppia Chance,0,0.691,0.824,5,-3.979,1,0.191,0.506,0.0,0.239,0.851,164.921,214421,4
2394,Delle&Coppo,Alter Ego,Doppia Chance,0,0.721,0.742,1,-7.286,1,0.333,0.222,0.0,0.329,0.566,175.073,258072,4
2395,Delle&Coppo,Nelle Favole,Doppia Chance,0,0.37,0.6,1,-10.245,0,0.164,0.446,0.0,0.0751,0.253,84.311,178467,1
2396,Delle&Coppo,Sahara,Doppia Chance,0,0.668,0.94,6,-5.048,0,0.068,0.224,0.0,0.0719,0.892,94.937,175842,4
2397,Delle&Coppo,Vada Come Vada,Doppia Chance,0,0.746,0.704,1,-7.248,0,0.0563,0.352,0.0,0.114,0.358,94.998,217351,4
2398,Delle&Coppo,Vendetta,Doppia Chance,0,0.709,0.899,7,-6.43,1,0.133,0.386,0.0,0.086,0.668,100.016,276155,4
2399,Delle&Coppo,Love Skill,Doppia Chance,0,0.671,0.784,5,-7.719,0,0.209,0.0591,0.0,0.145,0.386,184.102,203558,4
2400,Delle&Coppo,Figlio di Babbo,Doppia Chance,0,0.86,0.643,2,-8.424,1,0.077,0.0847,0.00374,0.194,0.341,121.956,193306,4
2401,Delle&Coppo,Nokia 3310,Doppia Chance,0,0.56,0.946,6,-2.976,1,0.277,0.464,0.0,0.0685,0.851,96.212,240645,4
2402,Delle&Coppo,Sahara - Remix,Doppia Chance,0,0.663,0.932,1,-4.706,0,0.0694,0.193,0.0,0.0585,0.894,95.031,245429,4
2403,Evan Marien,Bouncin',Parallels,33,0.549,0.806,5,-9.097,1,0.0404,0.186,0.612,0.548,0.499,102.478,215304,4
2404,Evan Marien,Forever,Parallels,33,0.641,0.808,6,-8.437,0,0.0304,0.00359,0.86,0.113,0.969,115.068,188211,4
2405,Evan Marien,Fyf,Parallels,33,0.598,0.807,9,-8.464,0,0.0338,0.0729,0.928,0.0757,0.906,148.057,277053,4
2406,Evan Marien,Anybody Else but You,Parallels,33,0.578,0.791,5,-7.961,0,0.0417,0.00521,0.346,0.163,0.83,96.153,200472,4
2407,Evan Marien,Almost Home,Parallels,33,0.657,0.921,2,-8.658,1,0.0434,0.194,0.83,0.391,0.816,94.988,278514,4
2408,Evan Marien,Kyoto,Parallels,33,0.639,0.777,5,-8.209,0,0.0344,0.201,0.886,0.0938,0.919,103.014,263732,4
2409,Evan Marien,Opto,Parallels,33,0.705,0.516,8,-10.275,1,0.0323,0.198,0.762,0.22,0.73,107.045,168698,4
2410,Evan Marien,Anthem Get Up,Parallels,33,0.675,0.797,5,-7.99,1,0.0621,0.0714,0.302,0.0802,0.949,98.025,193469,4
2411,Evan Marien,Free,Parallels,33,0.521,0.812,6,-7.998,0,0.0333,0.203,0.933,0.175,0.525,92.985,291628,4
2412,Evan Marien,Material unReal (Bonus Track),Parallels,33,0.461,0.824,1,-9.081,1,0.0388,0.577,0.928,0.11,0.488,139.952,190087,4
2413,Evan Marien,Bouncin',Bouncin',7,0.534,0.763,5,-10.894,1,0.0391,0.212,0.69,0.628,0.516,102.44,215783,4
2414,Six Gallery,Bermuda Triangles,Breakthroughs In Modern Art,27,0.369,0.92,0,-5.442,1,0.0448,0.000146,0.446,0.463,0.579,170.01,224173,1
2415,Six Gallery,A Live Nativity Scene,Breakthroughs In Modern Art,27,0.261,0.647,4,-6.75,1,0.0339,0.000303,0.681,0.332,0.0878,120.911,235680,1
2416,Six Gallery,Built to Last,Breakthroughs In Modern Art,27,0.325,0.631,7,-6.613,1,0.028,0.0358,0.537,0.135,0.244,161.045,258013,4
2417,Six Gallery,Say Matte,Breakthroughs In Modern Art,27,0.495,0.861,0,-7.281,1,0.0319,0.00129,0.846,0.119,0.364,148.974,214947,4
2418,Six Gallery,Edie & the Marble Faun,Breakthroughs In Modern Art,27,0.187,0.768,4,-5.896,1,0.0438,0.0204,0.0846,0.296,0.299,92.043,193440,4
2419,Six Gallery,Glaciar de las Lágrimas,Breakthroughs In Modern Art,27,0.52,0.665,11,-8.064,0,0.0345,0.0186,0.606,0.196,0.247,145.077,277200,3
2420,Six Gallery,Just Hey,Breakthroughs In Modern Art,27,0.5,0.905,7,-6.2,1,0.0541,0.00811,0.0228,0.17,0.37,85.952,185467,4
2421,Six Gallery,"Honestly, Really?",Breakthroughs In Modern Art,27,0.153,0.551,6,-7.536,0,0.0329,0.0064,0.332,0.312,0.15,82.256,219773,4
2422,Six Gallery,Fish Milk,Breakthroughs In Modern Art,27,0.655,0.546,7,-11.472,1,0.0297,0.808,0.868,0.145,0.377,129.059,112067,3
2423,Six Gallery,Smile Like a Switch,Breakthroughs In Modern Art,27,0.307,0.0073,2,-9.661,1,0.0445,0.316,0.64,0.695,0.145,126.53,479240,4
2424,Turnover,Still In Motion,Altogether,50,0.496,0.557,9,-8.495,1,0.0454,0.0268,0.0896,0.133,0.132,149.017,225689,4
2425,Turnover,Much After Feeling,Altogether,50,0.721,0.526,0,-8.072,1,0.0339,0.203,0.00416,0.12,0.713,121.037,215606,4
2426,Turnover,Parties,Altogether,50,0.643,0.702,2,-7.196,0,0.0273,0.00319,0.126,0.147,0.56,123.997,226636,4
2427,Turnover,Number On The Gate,Altogether,50,0.69,0.66,6,-6.518,0,0.0304,0.00353,0.00661,0.228,0.72,143.038,248088,4
2428,Turnover,Sending Me Right Back,Altogether,50,0.609,0.643,2,-8.183,0,0.027,0.42,0.049,0.0853,0.691,122.677,214636,4
2429,Turnover,Ceramic Sky,Altogether,50,0.57,0.272,1,-11.43,0,0.0286,0.671,0.254,0.126,0.579,111.115,112439,4
2430,Turnover,Valley Of The Moon,Altogether,50,0.671,0.501,6,-8.957,0,0.0272,0.0457,0.272,0.0978,0.439,103.007,286391,4
2431,Turnover,No Reply,Altogether,50,0.615,0.491,5,-8.417,1,0.0245,0.0107,0.0301,0.131,0.567,87.468,200773,4
2432,Turnover,Plant Sugar,Altogether,50,0.529,0.749,1,-7.551,1,0.0335,0.0233,0.681,0.0646,0.76,75.007,137001,4
2433,Turnover,Temporary Love,Altogether,50,0.556,0.482,6,-7.646,1,0.0239,0.0389,0.046,0.138,0.452,84.486,210271,4
2434,Turnover,Still In Motion,Altogether,25,0.496,0.557,9,-8.499,1,0.0454,0.0272,0.0878,0.134,0.131,149.013,225689,4
2435,Turnover,Much After Feeling,Altogether,25,0.72,0.523,0,-8.059,1,0.0337,0.203,0.00415,0.119,0.7,121.014,215606,4
2436,Turnover,Parties,Altogether,25,0.644,0.701,2,-7.195,0,0.0272,0.00315,0.142,0.146,0.567,123.993,226636,4
2437,Turnover,Number On The Gate,Altogether,25,0.69,0.66,6,-6.518,0,0.0304,0.00353,0.00562,0.234,0.72,143.049,248088,4
2438,Turnover,Sending Me Right Back,Altogether,25,0.607,0.642,2,-8.184,0,0.027,0.414,0.0517,0.0855,0.701,122.68,214636,4
2439,Turnover,Ceramic Sky,Altogether,25,0.548,0.269,1,-11.441,0,0.0292,0.672,0.232,0.126,0.566,111.175,112439,4
2440,Turnover,Valley Of The Moon,Altogether,25,0.671,0.506,6,-8.959,0,0.0272,0.0419,0.318,0.0978,0.437,103.007,286391,4
2441,Turnover,No Reply,Altogether,25,0.615,0.489,5,-8.418,1,0.0245,0.0112,0.0274,0.131,0.569,87.472,200773,4
2442,Turnover,Plant Sugar,Altogether,25,0.532,0.747,1,-7.551,1,0.0331,0.0222,0.696,0.0645,0.759,75.029,137001,4
2443,Turnover,Temporary Love,Altogether,25,0.557,0.484,6,-7.644,1,0.0238,0.0384,0.0359,0.138,0.427,84.488,210271,4
2444,Turnover,Super Natural,Good Nature,55,0.652,0.662,5,-7.926,1,0.0283,0.203,0.206,0.0977,0.539,121.027,257860,4
2445,Turnover,Sunshine Type,Good Nature,55,0.634,0.64,6,-8.183,1,0.0243,0.447,0.0151,0.114,0.714,110.912,186624,4
2446,Turnover,What Got In The Way,Good Nature,55,0.496,0.816,7,-7.277,1,0.0263,0.177,0.837,0.162,0.685,146.596,217982,4
2447,Turnover,Butterfly Dream,Good Nature,55,0.717,0.606,8,-8.286,1,0.0307,0.228,0.312,0.111,0.739,121.991,207861,4
2448,Turnover,Curiosity,Good Nature,55,0.454,0.828,11,-7.718,1,0.0269,0.108,0.816,0.11,0.597,155.459,218319,4
2449,Turnover,Pure Devotion,Good Nature,55,0.651,0.586,8,-8.769,1,0.0237,0.373,0.00371,0.109,0.718,87.46,231603,4
2450,Turnover,Nightlight Girl,Good Nature,55,0.666,0.608,0,-7.404,1,0.0272,0.367,0.0354,0.116,0.564,111.978,226863,4
2451,Turnover,Breeze,Good Nature,55,0.565,0.742,5,-7.633,0,0.0255,0.0288,0.744,0.113,0.653,149.024,202152,4
2452,Turnover,All That It Ever Was,Good Nature,55,0.614,0.676,9,-7.902,1,0.027,0.0443,0.0213,0.112,0.716,130.986,239520,4
2453,Turnover,Living Small,Good Nature,55,0.578,0.697,5,-7.818,1,0.0288,0.0888,0.28,0.114,0.474,112.74,209255,4
2454,Turnover,Bonnie (Rhythm & Melody),Good Nature,55,0.614,0.654,9,-7.817,1,0.0278,0.00681,0.0113,0.108,0.391,109.994,307862,4
2455,Turnover,Super Natural,Good Nature,30,0.651,0.664,5,-7.939,1,0.0282,0.206,0.202,0.0977,0.559,121.027,257860,4
2456,Turnover,Sunshine Type,Good Nature,30,0.634,0.642,6,-8.186,1,0.0243,0.452,0.0174,0.114,0.695,110.915,186624,4
2457,Turnover,What Got in the Way,Good Nature,30,0.496,0.816,7,-7.277,1,0.0263,0.177,0.837,0.162,0.683,146.595,217982,4
2458,Turnover,Butterfly Dream,Good Nature,30,0.715,0.607,8,-8.286,1,0.0307,0.226,0.327,0.111,0.739,121.991,207861,4
2459,Turnover,Curiosity,Good Nature,30,0.454,0.829,11,-7.72,1,0.0269,0.108,0.811,0.11,0.601,155.457,218319,4
2460,Turnover,Pure Devotion,Good Nature,30,0.651,0.583,8,-8.769,1,0.0237,0.375,0.00342,0.109,0.721,87.459,231603,4
2461,Turnover,Nightlight Girl,Good Nature,30,0.666,0.61,0,-7.404,1,0.0272,0.365,0.0307,0.116,0.578,111.975,226863,4
2462,Turnover,Breeze,Good Nature,30,0.566,0.742,5,-7.631,0,0.0256,0.0284,0.734,0.113,0.656,149.048,202152,4
2463,Turnover,All That It Ever Was,Good Nature,30,0.614,0.676,9,-7.902,1,0.027,0.0442,0.0199,0.112,0.722,130.986,239520,4
2464,Turnover,Living Small,Good Nature,30,0.577,0.697,5,-7.818,1,0.0288,0.0868,0.288,0.114,0.463,112.739,209255,4
2465,Turnover,Bonnie (Rhythm & Melody),Good Nature,30,0.614,0.653,9,-7.817,1,0.0278,0.00675,0.0108,0.108,0.392,109.995,307862,4
2466,Turnover,Cutting My Fingers Off,Peripheral Vision,64,0.419,0.665,5,-7.868,1,0.0367,0.0421,0.0675,0.125,0.245,157.064,195984,4
2467,Turnover,New Scream,Peripheral Vision,64,0.532,0.745,2,-7.439,1,0.0251,0.199,0.00205,0.109,0.474,165.972,252261,4
2468,Turnover,Humming,Peripheral Vision,64,0.478,0.734,5,-7.667,1,0.0289,0.185,0.00216,0.107,0.386,155.042,238494,4
2469,Turnover,Hello Euphoria,Peripheral Vision,64,0.579,0.61,4,-7.867,1,0.0294,0.00818,0.41,0.112,0.381,127.022,226137,4
2470,Turnover,Dizzy On the Comedown,Peripheral Vision,64,0.619,0.632,8,-7.692,1,0.0273,0.431,8.05e-06,0.0897,0.265,114.97,255773,4
2471,Turnover,Diazepam,Peripheral Vision,64,0.634,0.682,7,-7.804,1,0.0272,0.462,0.000645,0.0815,0.281,110.017,199038,4
2472,Turnover,Like Slow Disappearing,Peripheral Vision,64,0.597,0.69,5,-7.828,1,0.0302,0.0692,0.0101,0.133,0.519,123.977,235935,4
2473,Turnover,Take My Head,Peripheral Vision,64,0.316,0.859,2,-6.982,1,0.0359,0.219,0.141,0.102,0.355,160.928,193911,4
